'device_type','device_id','aircraft_model','registration','cn','tracked','identified','device_idtype'
'F','DD50D0','Discus 2cT','D-KSCC','CC','Y','Y','INTERNAL'
'F','DD50D2','Discus','G-CFUL','803','Y','Y','INTERNAL'
'F','DD50D3','WT9 Dynamic','F-JTXF','','Y','Y','INTERNAL'
'F','DD50D6','Libelle Std','G-DHCO','HCQ','Y','Y','INTERNAL'
'F','DD50D8','LS-4','G-CJLH','JLH','Y','Y','INTERNAL'
'F','DD50DA','Discus','OK-0370','CZ','Y','Y','INTERNAL'
'F','DD50DB','Motorplane','S5-MMX','Wai','Y','Y','INTERNAL'
'F','DD50DC','DG-300','VH-HDZ','HDZ','Y','Y','INTERNAL'
'F','DD50DD','ASH-25','F-CBPM','EPM','Y','Y','INTERNAL'
'F','DD50E0','Unknown','F-GSBL','AR','Y','Y','INTERNAL'
'F','DD50E3','LS-3','VH-WUS','WUS','Y','Y','INTERNAL'
'F','DD50E6','Ventus','HB-1599','','Y','Y','INTERNAL'
'F','DD50E8','DR-300','HB-EQM','EQM','Y','Y','INTERNAL'
'F','DD50E9','Libelle Std','R-8858','CMO','Y','Y','INTERNAL'
'F','DD50EA','Discus','G-CLTF','LTF','Y','Y','INTERNAL'
'F','DD50F0','LS-4','PH-1392','4M','Y','Y','INTERNAL'
'F','DD50F3','ASK-21','PH-682','4B','Y','Y','INTERNAL'
'F','DD50F5','ASK-21','PH-1283','4G','Y','Y','INTERNAL'
'F','DD50F6','LS-4','D-5286','AP','Y','Y','INTERNAL'
'F','DD50F7','Alliance 34','F-CJBN','BN','Y','Y','INTERNAL'
'F','DD50F9','Ultralight','OO-F85','','Y','Y','INTERNAL'
'F','DD50FA','SF-25','F-CHNB','','Y','Y','INTERNAL'
'F','DD50FD','LS-4','VH-XCL','','Y','Y','INTERNAL'
'F','DD50FF','LS-8 18','F-CHML','KL','Y','Y','INTERNAL'
'F','DD5101','WT9 Dynamic','F-JB00','J00','Y','Y','INTERNAL'
'F','DD5103','Discus','XOT','','Y','Y','INTERNAL'
'F','DD5105','DG-1000','VH-GAP','GAP','Y','Y','INTERNAL'
'F','DD5106','Pipistrel Virus','COVID','19','Y','Y','INTERNAL'
'F','DD5108','ASK-21','G-CLPV','LPV','Y','Y','INTERNAL'
'F','DD510A','LS-4','VH-CQN','QN','Y','Y','INTERNAL'
'F','DD510E','Pegase','F-CHKG','415','Y','Y','INTERNAL'
'F','DD5110','Astir CS','OH-929','CS','Y','Y','INTERNAL'
'F','DD5111','LS-7','OH-823','IU','Y','Y','INTERNAL'
'F','DD5113','ASH-25','F-CLAB','11','Y','Y','INTERNAL'
'F','DD5116','Mosquito','ZK-GON','','Y','Y','INTERNAL'
'F','DD5117','Pegase','F-CGBZ','169','Y','Y','INTERNAL'
'F','DD5118','LS-4','OH-713','HD','Y','Y','INTERNAL'
'F','DD511A','DG-100','G-CHWP','HWP','Y','Y','INTERNAL'
'F','DD511B','SZD-48 Jantar Std 2','G-DFTJ','FTJ','Y','Y','INTERNAL'
'F','DD511F','Other','SP-','LU2','Y','Y','INTERNAL'
'F','DD5121','SF-28','F-CEYG','YG','Y','Y','INTERNAL'
'F','DD5123','Ventus 2ct','D-KOMT','SM','Y','Y','INTERNAL'
'F','DD5124','Other','BIRRA','B99','Y','Y','INTERNAL'
'F','DD5125','DG-600','LV-ELN','BO','Y','Y','INTERNAL'
'F','DD512C','Glasflugel 304','G-CHMM','HMM','Y','Y','INTERNAL'
'F','DD512D','PIK-20 D','G-CJVE','JVE','Y','Y','INTERNAL'
'F','DD512E','SZD-48-1 Jantar Std 2','SP-3178','WK','Y','Y','INTERNAL'
'F','DD512F','Other','SP-','LU3','Y','Y','INTERNAL'
'F','DD5133','SZD-54 Perkoz','G-PRKZ','S8Y','Y','Y','INTERNAL'
'F','DD5135','Ground Station','LFBG','CGC','Y','Y','INTERNAL'
'F','DD5136','Nimbus 2','G-DDNG','265','Y','Y','INTERNAL'
'F','DD5139','DG-100','S5-3061','M3','Y','Y','INTERNAL'
'F','DD513A','LS-4','F-CVLC','MC4','Y','Y','INTERNAL'
'F','DD513C','Nimbus 2 C','G-NIMB','','Y','Y','INTERNAL'
'F','DD513E','LS-6','G-LSGB','6B','Y','Y','INTERNAL'
'F','DD513F','Mosquito','VHFQN','FQN','Y','Y','INTERNAL'
'F','DD5141','Ventus c','OK-2323','FC','Y','Y','INTERNAL'
'F','DD5143','Discus','G-CHHP','KL','Y','Y','INTERNAL'
'F','DD5147','Libelle Std','G-DCXK','L18','Y','Y','INTERNAL'
'F','DD514A','Pilatus B4','G-DDLA','DLA','Y','Y','INTERNAL'
'F','DD514B','Discus','D-6006','XC','Y','Y','INTERNAL'
'F','DD514D','ASW-20','F-CGCN','JF','Y','Y','INTERNAL'
'F','DD514F','Marianne','G-CJXN','Z35','Y','Y','INTERNAL'
'F','DD5150','ASH-25','F-CHAV','EL','Y','Y','INTERNAL'
'F','DD5151','LS-8 18','S5-3142','42','Y','Y','INTERNAL'
'F','DD5152','DG-300','S5-3303','CD','Y','Y','INTERNAL'
'F','DD5153','DG-300','S5-3021','A9','Y','Y','INTERNAL'
'F','DD5154','DG-100','S5-3022','L3','Y','Y','INTERNAL'
'F','DD5155','Twin Astir III','G-NUGC','NU2','Y','Y','INTERNAL'
'F','DD5156','DG-100','S5-3009','B8','Y','Y','INTERNAL'
'F','DD5158','DG-300','S5-3300','E3','Y','Y','INTERNAL'
'F','DD515A','Nimbus 2','ZS-GIR','88','Y','Y','INTERNAL'
'F','DD515B','Other','SP-','LU1','Y','Y','INTERNAL'
'F','DD515D','LS-1 d','PH-1578','LSD','Y','Y','INTERNAL'
'F','DD515E','ASK-21','G-CLRT','LRT','Y','Y','INTERNAL'
'F','DD5161','Pegase','F-CFRU','RU','Y','Y','INTERNAL'
'F','DD5163','Janus Ce','G-CLTC','N','Y','Y','INTERNAL'
'F','DD5165','Ventus','GDELR','188','Y','Y','INTERNAL'
'F','DD5167','DG-100','S5-3020','B5','Y','Y','INTERNAL'
'F','DD5168','Cirrus Std','S5-3140','TR','Y','Y','INTERNAL'
'F','DD5169','DG-200','R-8925','MS','Y','Y','INTERNAL'
'F','DD516D','Duo Discus t','G-DDJF','JF','Y','Y','INTERNAL'
'F','DD5170','SZD-48-1 Jantar Std 2','VH-IZX','IZX','Y','Y','INTERNAL'
'F','DD5171','Discus','G-DJAN','603','Y','Y','INTERNAL'
'F','DD5172','Discus','G-TLTL','TL2','Y','Y','INTERNAL'
'F','DD5174','RF 9','F-CLLP','','Y','Y','INTERNAL'
'F','DD5175','Ventus','D-5231','LE','Y','Y','INTERNAL'
'F','DD5178','WT9 Dynamic','F-JUSV','SV2','Y','Y','INTERNAL'
'F','DD517C','Experimental','VH-GPR','PR','Y','Y','INTERNAL'
'F','DD517F','ASW-19','VH-UKE','','Y','Y','INTERNAL'
'F','DD5184','ASK-21','G-CJMS','R23','Y','Y','INTERNAL'
'F','DD5185','ASK-13','G-CJSV','R30','Y','Y','INTERNAL'
'F','DD5186','SZD-48-3 Jantar Std 3','ES-1009','','Y','Y','INTERNAL'
'F','DD518A','LAK-12','GRR','','Y','Y','INTERNAL'
'F','DD518B','SZD-48-3 Jantar Std 3','SP-3445','HI','Y','Y','INTERNAL'
'F','DD518C','DG-300','G-DFGT','FGT','Y','Y','INTERNAL'
'F','DD518D','Slingsby Vega 15m','G-DEDY','EDY','Y','Y','INTERNAL'
'F','DD5190','LS-6','G-CHJX','203','Y','Y','INTERNAL'
'F','DD5195','Libelle Std','G-EHAV','J84','Y','Y','INTERNAL'
'F','DD5198','Pegase','F-CGOF','EOF','Y','Y','INTERNAL'
'F','DD519A','Pegase','F-CGFU','','Y','Y','INTERNAL'
'F','DD519B','Discus','F-CGGH','EGH','Y','Y','INTERNAL'
'F','DD519C','Ultralight Glider','5077','RC','Y','Y','INTERNAL'
'F','DD519F','Unknown','D-8152','FES','Y','Y','INTERNAL'
'F','DD51A0','Ultralight Glider','31694','Lin','Y','Y','INTERNAL'
'F','DD51A7','Astir CS','OK-7385','PJ','Y','Y','INTERNAL'
'F','DD51A8','Cirrus Std','OK-4444','IYD','Y','Y','INTERNAL'
'F','DD51AB','LS-3','LV-EPM','RL','Y','Y','INTERNAL'
'F','DD51AE','Ultralight Glider','55RS','HCS','Y','Y','INTERNAL'
'F','DD51AF','LS-4','VH-HDI','HDI','Y','Y','INTERNAL'
'F','DD51BE','LS-4','G-DEHK','490','Y','Y','INTERNAL'
'F','DD51C0','ASW-28 18','G-TRBO','28T','Y','Y','INTERNAL'
'F','DD51C2','Discus','G-CHZE','HZE','Y','Y','INTERNAL'
'F','DD51C6','DG-1000','ZK-GPJ','GPJ','Y','Y','INTERNAL'
'F','DD51C8','ASW-19','G-RZEE','999','Y','Y','INTERNAL'
'F','DD51C9','SZD-48 Jantar Std 2','R-8960','M','Y','Y','INTERNAL'
'F','DD51CC','ASK-21','G-CKNL','KNL','Y','Y','INTERNAL'
'F','DD51CE','DG-1000','ZK-GGR','GGR','Y','Y','INTERNAL'
'F','DD51D5','Grob G109','ZK-GNW','NW','Y','Y','INTERNAL'
'F','DD51D6','ASH-25','G-DRCS','M25','Y','Y','INTERNAL'
'F','DD51D7','Discus','D-KDBT','BT','Y','Y','INTERNAL'
'F','DD51D8','Ventus ct','G-FORA','4A','Y','Y','INTERNAL'
'F','DD51DA','DG-100','ZK-GNB','GNB','Y','Y','INTERNAL'
'F','DD51DB','Cirrus Std','G-CHWD','MH','Y','Y','INTERNAL'
'F','DD51DD','DG-100','GDCWD','WD','Y','Y','INTERNAL'
'F','DD51DE','DG-808 C','G-OBUP','CL','Y','Y','INTERNAL'
'F','DD51E0','ASH-26 E','D-KSIS','IS','Y','Y','INTERNAL'
'F','DD51E3','Astir CS','VH-GDC','GDC','Y','Y','INTERNAL'
'F','DD51E5','Astir CS','G-DDKU','DKU','Y','Y','INTERNAL'
'F','DD51E7','Twin Astir II','G-CJWM','T12','Y','Y','INTERNAL'
'F','DD51EA','A22 Foxbat','F-JBIF','','Y','Y','INTERNAL'
'F','DD51EC','Duo Discus','F-CXXC','C4','Y','Y','INTERNAL'
'F','DD51EE','ASW-28','R-8977','Z1','Y','Y','INTERNAL'
'F','DD51F1','Marianne','F-CBLZ','ELZ','Y','Y','INTERNAL'
'F','DD51F2','Zugvogel IIIb','OE-0465','48','Y','Y','INTERNAL'
'F','DD51F3','SF-28','HK','HK','Y','Y','INTERNAL'
'F','DD51F5','Topaze','F-CEEE','EEE','Y','Y','INTERNAL'
'F','DD51F6','ASH-25 MI','D-KEHW','GH','Y','Y','INTERNAL'
'F','DD51F7','LS-8 st 18','ARC-UE','X15','Y','Y','INTERNAL'
'F','DD51F9','LAK-19 T','G-XIXT','19T','Y','Y','INTERNAL'
'F','DD51FA','LS-1 d','OY-MIX','M','Y','Y','INTERNAL'
'F','DD51FB','Janus B','F-CKTZ','TZ','Y','Y','INTERNAL'
'F','DD51FC','LS-6','G-CFCP','721','Y','Y','INTERNAL'
'F','DD5200','Cirrus Std','G-DCYT','CYT','Y','Y','INTERNAL'
'F','DD5201','ASK-21','G-CKDF','N7','Y','Y','INTERNAL'
'F','DD5206','SF-28','F-CEYA','YA','Y','Y','INTERNAL'
'F','DD5207','Janus C','F-CNEG','GD','Y','Y','INTERNAL'
'F','DD520A','Cirrus Std','D-0427','FD','Y','Y','INTERNAL'
'F','DD520F','Discus','G-CHSD','D15','Y','Y','INTERNAL'
'F','DD5210','Mosquito','D-7050','50','Y','Y','INTERNAL'
'F','DD5211','LAK-17B FES','G-LFES','2ZE','Y','Y','INTERNAL'
'F','DD5214','Grob G109','D-KGFW','FW','Y','Y','INTERNAL'
'F','DD5218','Kestrel','VH-GXX','XX','Y','Y','INTERNAL'
'F','DD5219','DG-800','OH-901','DG','Y','Y','INTERNAL'
'F','DD521A','ASW-28','VH-LIJ','2M','Y','Y','INTERNAL'
'F','DD521C','ASK-13','EC-LRI','RI','Y','Y','INTERNAL'
'F','DD521D','PW-5','EC-GSB','SB','Y','Y','INTERNAL'
'F','DD521F','Discus t','D-KCWS','WS','Y','Y','INTERNAL'
'F','DD5222','Bergfalke IV','D-0524','TUB','Y','Y','INTERNAL'
'F','DD5226','ASW-15','G-DJWS','JWS','Y','Y','INTERNAL'
'F','DD5227','ASW-19','OK-7980','CF','Y','Y','INTERNAL'
'F','DD5229','Ka-8','OE-0901','K8b','Y','Y','INTERNAL'
'F','DD522C','Unknown','XXXXX','XX','Y','Y','INTERNAL'
'F','DD522D','Slingsby Vega 15m','G-EECK','ECK','Y','Y','INTERNAL'
'F','DD522F','LS-4','G-DGDJ','450','Y','Y','INTERNAL'
'F','DD5233','SF-27','G-CFOM','FOM','Y','Y','INTERNAL'
'F','DD5234','Discus','G-CJBR','AC','Y','Y','INTERNAL'
'F','DD5235','LS-4','SP-3954','WW','Y','Y','INTERNAL'
'F','DD5236','ASK-21','G-DHRR','D70','Y','Y','INTERNAL'
'F','DD5237','LS-3','EC-DFX','11','Y','Y','INTERNAL'
'F','DD5238','Ventus','R-9015','217','Y','Y','INTERNAL'
'F','DD523A','LS-4','G-CFYH','224','Y','Y','INTERNAL'
'F','DD523B','LS-3','OE-5278','','Y','Y','INTERNAL'
'F','DD523D','DR-400','OE-DYI','YI','Y','Y','INTERNAL'
'F','DD523F','SHK-1','G-OSHK','PH','Y','Y','INTERNAL'
'F','DD5241','DG-300','G-CFUT','612','Y','Y','INTERNAL'
'F','DD5243','Astir CS-77','G-CFTR','NU','Y','Y','INTERNAL'
'F','DD5244','SZD-48-3 Jantar Std 3','SP-3448','KM','Y','Y','INTERNAL'
'F','DD5246','Ka-6 cr','G-DDRE','DRE','Y','Y','INTERNAL'
'F','DD524B','ASK-21','G-CHVG','RP1','Y','Y','INTERNAL'
'F','DD524D','Janus C','F-CGQP','C9','Y','Y','INTERNAL'
'F','DD524E','Unknown','R-9026','','Y','N','INTERNAL'
'F','DD5250','ASW-17','F-CAQC','','Y','Y','INTERNAL'
'F','DD5251','Astir CS','G-DDKX','353','Y','Y','INTERNAL'
'F','DD5252','ASW-19','G-CFGP','FGP','Y','Y','INTERNAL'
'F','DD5254','ASW-28','F-CBUN','6','Y','Y','INTERNAL'
'F','DD5255','Other','S5-1035','35','Y','Y','INTERNAL'
'F','DD5256','DG-100','S5-3023','E2','Y','Y','INTERNAL'
'F','DD5258','SZD-54 Perkoz','PZ','PZ','Y','Y','INTERNAL'
'F','DD525F','SZD-48-1 Jantar Std 2','LV-EOM','FV','Y','Y','INTERNAL'
'F','DD5260','Discus','F-CGGI','D10','Y','Y','INTERNAL'
'F','DD5261','ASW-20','LV-EPT','IR','Y','Y','INTERNAL'
'F','DD5263','ASW-27','F-CMJL','JL','Y','Y','INTERNAL'
'F','DD5266','L-Spatz 55','HA4000','UA','Y','Y','INTERNAL'
'F','DD5267','SF-25','F-CHCO','','Y','Y','INTERNAL'
'F','DD5268','ASW-20','LV-EDK','CQ','Y','Y','INTERNAL'
'F','DD526A','ASW-20','LV-EOA','1R','Y','Y','INTERNAL'
'F','DD526D','DG-500','S5-7520','E6','Y','Y','INTERNAL'
'F','DD526E','SZD-50 Puchacz','VH-GZL','','Y','Y','INTERNAL'
'F','DD5270','LS-7','R-9044','72','Y','Y','INTERNAL'
'F','DD5273','Hornet','D-7836','98','Y','Y','INTERNAL'
'F','DD5274','Pegase','SP-4065','IP','Y','Y','INTERNAL'
'F','DD5279','SF-25','D-KAIN','AIN','Y','Y','INTERNAL'
'F','DD527C','LS-3','D-2878','JZ','Y','Y','INTERNAL'
'F','DD527E','Hornet','HA-4043','SC','Y','Y','INTERNAL'
'F','DD5283','DG-200','G-CFOC','801','Y','Y','INTERNAL'
'F','DD5285','Astir Jeans','D-7591','','Y','Y','INTERNAL'
'F','DD5289','ASW-20','LV-ENV','CR','Y','Y','INTERNAL'
'F','DD528A','SZD-48 Jantar Std 2','LV-DOH','SI_','Y','Y','INTERNAL'
'F','DD528D','SZD-41 Jantar Std','LV-DPG','PR','Y','Y','INTERNAL'
'F','DD528E','ASW-20','LV-EOB','WR','Y','Y','INTERNAL'
'F','DD528F','Janus C','LV-EJQ','CPC','Y','Y','INTERNAL'
'F','DD5291','ASH-25','LV-EOF','ET','Y','Y','INTERNAL'
'F','DD5292','PW-5','LV-','FF','Y','Y','INTERNAL'
'F','DD5294','DG-200','OM-8844','SJ','Y','Y','INTERNAL'
'F','DD5296','Piper J-3 Cub','LV-GJL','','Y','Y','INTERNAL'
'F','DD5298','SZD-48 Jantar Std 2','LV-DPE','PS','Y','Y','INTERNAL'
'F','DD5299','Ventus','LV-EOY','FU','Y','Y','INTERNAL'
'F','DD529B','SZD-48-1 Jantar Std 2','LV-DOT','QM','Y','Y','INTERNAL'
'F','DD529E','ASW-20','LV-DOE','VN','Y','Y','INTERNAL'
'F','DD52A2','ASW-20','LV-DRA','LG','Y','Y','INTERNAL'
'F','DD52A5','ASW-20','LV-DRA','EF','Y','Y','INTERNAL'
'F','DD52A6','LS-4','LV-ENY','JG','Y','Y','INTERNAL'
'F','DD52A7','SZD-48-1 Jantar Std 2','LV-DLZ','AG','Y','Y','INTERNAL'
'F','DD52A8','Janus C','LV-EJQ','CPC','Y','Y','INTERNAL'
'F','DD52A9','DG-400','LV-EGK','EG','Y','Y','INTERNAL'
'F','DD52AA','SZD-48 Jantar Std 2','LV-EJU','2N','Y','Y','INTERNAL'
'F','DD52B0','Pegase','F-CFXO','','Y','Y','INTERNAL'
'F','DD52B2','SZD-48-1 Jantar Std 2','LV-EIV','V8','Y','Y','INTERNAL'
'F','DD52B3','ASW-20','LV-DRG','RJ','Y','Y','INTERNAL'
'F','DD52B4','Janus A','LV-ENL','2B','Y','Y','INTERNAL'
'F','DD52B5','Ventus','LV-EPJ','AL','Y','Y','INTERNAL'
'F','DD52B6','ASW-20','LV-DPP','LQ','Y','Y','INTERNAL'
'F','DD52B7','Ventus','LV-EQF','NF','Y','Y','INTERNAL'
'F','DD52BA','SZD-48 Jantar Std 2','LV-EIR','JM','Y','Y','INTERNAL'
'F','DD52BB','LS-4','LV-EOJ','KC','Y','Y','INTERNAL'
'F','DD52BC','SZD-48-1 Jantar Std 2','LV-DNP','TI','Y','Y','INTERNAL'
'F','DD52BE','ASW-20','PT-PGZ','HH','Y','Y','INTERNAL'
'F','DD52BF','Kestrel','LV-DIO','AT','Y','Y','INTERNAL'
'F','DD52C0','SZD-48-3 Jantar Std 3','LV-ELL','ND','Y','Y','INTERNAL'
'F','DD52C1','ASW-20','LV-DRB','ZB','Y','Y','INTERNAL'
'F','DD52C2','Cirrus','wg','wg','Y','Y','INTERNAL'
'F','DD52C3','ASW-20','LV-EQE','W','Y','Y','INTERNAL'
'F','DD52C5','ASW-20','LV-DPS','MR','Y','Y','INTERNAL'
'F','DD52C7','Experimental','LV-DLM','AI','Y','Y','INTERNAL'
'F','DD52CB','ASW-20','LV-DPC','DR','Y','Y','INTERNAL'
'F','DD52CC','SZD-48-1 Jantar Std 2','LV-DPF','PD','Y','Y','INTERNAL'
'F','DD52CD','Genesis 2','LV-X249','AF','Y','Y','INTERNAL'
'F','DD52CE','SZD-48-1 Jantar Std 2','LV-EIZ','CB','Y','Y','INTERNAL'
'F','DD52CF','SZD-48-3 Jantar Std 3','PT-POF','JW','Y','Y','INTERNAL'
'F','DD52D0','SZD-48-1 Jantar Std 2','LV-DLW','43','Y','Y','INTERNAL'
'F','DD52D1','SZD-48 Jantar Std 2','LV-DOH','SI','Y','Y','INTERNAL'
'F','DD52D2','DG-300','ZK-GOZ','OZ','Y','Y','INTERNAL'
'F','DD52D3','ASW-24','F-CGKN','CQ','Y','Y','INTERNAL'
'F','DD52D5','SZD-42 Jantar 2/2b','LY-GCQ','CQ','Y','Y','INTERNAL'
'F','DD52D8','SZD-41 Jantar Std','LY-VJM','JM','Y','Y','INTERNAL'
'F','DD52D9','Astir CS','D-4806','','Y','Y','INTERNAL'
'F','DD52DB','Cirrus Std','G-CJER','EM','Y','Y','INTERNAL'
'F','DD52DC','LS-8','VH-GIG','GIG','Y','Y','INTERNAL'
'F','DD52DD','Kestrel','VH-GGR','GR','Y','Y','INTERNAL'
'F','DD52DF','DG-300','KOR','KOR','Y','Y','INTERNAL'
'F','DD52E0','Discus t','G-CJZG','1M','Y','Y','INTERNAL'
'F','DD52E2','DG-303','G-CKBF','KBF','Y','Y','INTERNAL'
'F','DD52E4','ASW-19','G-DDXX','580','Y','Y','INTERNAL'
'F','DD52E5','Discus','LV-EQI','BI','Y','Y','INTERNAL'
'F','DD52F1','ASK-21','D-3944','','Y','Y','INTERNAL'
'F','DD52F5','Slingsby Skylark 4','BNE','BNE','Y','Y','INTERNAL'
'F','DD52F6','Astir CS','G-DDMP','533','Y','Y','INTERNAL'
'F','DD52F8','DG-1000 T','G-RIEF','EF','Y','Y','INTERNAL'
'F','DD52FB','ASG-29','GCKOM','LF','Y','Y','INTERNAL'
'F','DD52FD','LS-7','G-TWAZ','WA2','Y','Y','INTERNAL'
'F','DD5302','ASK-21','F-CIVY','VY','Y','Y','INTERNAL'
'F','DD5303','ASW-15','G-CGDY','914','Y','Y','INTERNAL'
'F','DD5306','Ka-6 cr','PH-262','262','Y','Y','INTERNAL'
'F','DD5307','Phoebus','F-CDOK','','Y','Y','INTERNAL'
'F','DD5308','SZD-54 Perkoz','G-ONHL','NH2','Y','Y','INTERNAL'
'F','DD5309','LS-4','D-7608','WU','Y','Y','INTERNAL'
'F','DD530B','ASW-15','D-2712','T','Y','Y','INTERNAL'
'F','DD530C','Zugvogel IIIb','ELV','ELV','Y','Y','INTERNAL'
'F','DD530E','ASH-25','G-CHXO','711','Y','Y','INTERNAL'
'F','DD5311','MS-893 Commodore','F-BSVU','','Y','Y','INTERNAL'
'F','DD5316','Marianne','F-CBLG','LG','Y','Y','INTERNAL'
'F','DD5317','LS-4','LVEKU','M5','Y','Y','INTERNAL'
'F','DD5319','DG-1000','ZK-GGR','GGR','Y','Y','INTERNAL'
'F','DD5320','Libelle Std','G-DCSR','CSR','Y','Y','INTERNAL'
'F','DD5322','SF-25','F-CHCR','HCR','Y','Y','INTERNAL'
'F','DD5325','Piccolo B','D-KOLF','','Y','Y','INTERNAL'
'F','DD532D','Astir CS','LV-EIW','OK','Y','Y','INTERNAL'
'F','DD532E','ASW-19','OK-7567','L7','Y','Y','INTERNAL'
'F','DD5334','SZD-51 Junior','PH1006','YT','Y','Y','INTERNAL'
'F','DD5336','ASW-28','ZK-GSS','SS','Y','Y','INTERNAL'
'F','DD5337','ASK-21','D-9524','','Y','Y','INTERNAL'
'F','DD533C','PA-18 Super Cub','S5-DDE','','Y','Y','INTERNAL'
'F','DD6516','ASK-21','D-6516','9V','Y','Y','INTERNAL'
'F','DD6A60','DG-800','G-DGIV','','Y','Y','INTERNAL'
'F','DD709C','Duo Discus xt','D-KMMB','ST','Y','Y','INTERNAL'
'F','DD8016','Duo Discus','D-4707','3E','Y','Y','INTERNAL'
'F','DD80C6','Ka-8','D-8467','67','Y','Y','INTERNAL'
'F','DD80C9','Towplane','HB-DCU','DCU','Y','Y','INTERNAL'
'F','DD80D4','Lambada','F-JXCK','CK','Y','Y','INTERNAL'
'F','DD80D9','Salto H101','HB-1846','IVO','Y','Y','INTERNAL'
'F','DD80DC','DR-300','D-EAIO','Sky','Y','Y','INTERNAL'
'F','DD80E0','Ka-8','D-5731','','Y','Y','INTERNAL'
'F','DD80E1','Discus t','HB-2207','HP','Y','Y','INTERNAL'
'F','DD80E3','SZD-55','SP-3749','TG','Y','Y','INTERNAL'
'F','DD80E5','Ultralight','D-MUNG','','Y','N','INTERNAL'
'F','DD80EA','Discus','HB-1896','OM','Y','Y','INTERNAL'
'F','DD80EC','Astir CS','D-3289','H5','Y','Y','INTERNAL'
'F','DD80ED','UFO','R-9153','AN','Y','Y','INTERNAL'
'F','DD80F3','Husky A-1','HB-KME2','KM2','Y','Y','INTERNAL'
'F','DD80FB','DG-400','HB-2101','IF','Y','Y','INTERNAL'
'F','DD8100','ASK-13','F-CEAP','AP','Y','Y','INTERNAL'
'F','DD8105','Other','SPARE1','SP1','Y','Y','INTERNAL'
'F','DD8110','Discus','4x-GDI','','Y','Y','INTERNAL'
'F','DD8123','H36 Dimona','ZS-GBD','','Y','Y','INTERNAL'
'F','DD8125','Discus','HB-3094','Z4','Y','Y','INTERNAL'
'F','DD812B','Pegase','F-CGOP','335','Y','Y','INTERNAL'
'F','DD81A0','LAK-17 BT','F-CLAK','','Y','Y','INTERNAL'
'F','DD81C0','Pegase','F-CFXJ','XJ','Y','Y','INTERNAL'
'F','DD81D2','LS-1','F-CREZ','','Y','Y','INTERNAL'
'F','DD81F7','ASW-15','OK-8877','PC','Y','Y','INTERNAL'
'F','DD81F9','ASW-22','D-4959','IGJ','Y','Y','INTERNAL'
'F','DD81FA','Astir Jeans','D-4832','','Y','Y','INTERNAL'
'F','DD81FB','DR-400','D-EBSR','','Y','Y','INTERNAL'
'F','DD81FD','Discus','D-KJHH','B2','Y','Y','INTERNAL'
'F','DD81FE','DG-200','OK-6252','EK','Y','Y','INTERNAL'
'F','DD8200','Ka-6 e','D-8735','XG','Y','Y','INTERNAL'
'F','DD8202','DG-1000','PH-1432','GO2','Y','Y','INTERNAL'
'F','DD8203','Stemme S-10','R-9173','TE','Y','Y','INTERNAL'
'F','DD8204','ASW-28','D5917','E1','Y','Y','INTERNAL'
'F','DD8205','LS-1 d','D-5804','AM','Y','Y','INTERNAL'
'F','DD8207','Duo Discus','D-8291','X5','Y','Y','INTERNAL'
'F','DD8209','ASK-21','D-6179','M6','Y','Y','INTERNAL'
'F','DD820E','Cirrus','OM-2200','99','Y','Y','INTERNAL'
'F','DD8210','Twin Astir III','D-0591','','Y','Y','INTERNAL'
'F','DD8214','Astir Club','D-8695','','Y','Y','INTERNAL'
'F','DD8217','LS-4','D-3575','2W','Y','Y','INTERNAL'
'F','DD8219','ASW-20','D-2499','99','Y','Y','INTERNAL'
'F','DD821F','ASK-23','D-3427','27','Y','Y','INTERNAL'
'F','DD8220','VSO-10','OM-6501','12','Y','Y','INTERNAL'
'F','DD8222','LS-4','PH698','HA','Y','Y','INTERNAL'
'F','DD8223','DG-1000','PH-1431','GO1','Y','Y','INTERNAL'
'F','DD8224','LS-4','D-5986','Cap','Y','Y','INTERNAL'
'F','DD8225','ASK-21','D-8677','77','Y','Y','INTERNAL'
'F','DD8228','LS-4 W','PH1549','HP','Y','Y','INTERNAL'
'F','DD822A','LS-8','PH-1080','L8','Y','Y','INTERNAL'
'F','DD822B','Discus 2cT','D-KVFF','FF','Y','Y','INTERNAL'
'F','DD822D','Astir CS','D-7832','NGD','Y','Y','INTERNAL'
'F','DD822E','Hornet','D-7330','LM','Y','Y','INTERNAL'
'F','DD822F','Unknown','Test','','Y','Y','INTERNAL'
'F','DD8230','Cirrus Std','OK-7241','AL','Y','Y','INTERNAL'
'F','DD8233','Aquila A210','D-EUAC','AC','Y','Y','INTERNAL'
'F','DD8235','ASK-13','PH-436','','Y','Y','INTERNAL'
'F','DD8236','Silent 2 Electro','D-MEDY','S2E','Y','Y','INTERNAL'
'F','DD823C','ASK-13','F-CBCL','CL','Y','Y','INTERNAL'
'F','DD823E','ASK-21','D-5125','2E','Y','Y','INTERNAL'
'F','DD8240','Pegase','F-CHLN','B','Y','Y','INTERNAL'
'F','DD8243','LS-8 18','D-2369','YO','Y','Y','INTERNAL'
'F','DD8245','Pegase','F-CHLQ','MY','Y','Y','INTERNAL'
'F','DD8246','Ka-8','D-4329','','Y','Y','INTERNAL'
'F','DD8247','ASK-21','D-3866','GK','Y','Y','INTERNAL'
'F','DD8249','LS-4','D-3502','02','Y','Y','INTERNAL'
